Date,Platform,Campaign_Name,Campaign_Type,Impressions,Clicks,Cost,Conversions,Revenue
2025-01-08,TikTok Ads,TikTok_Traffic_January,Traffic,46967,254,133.67,1,36.3
2025-01-08,TikTok Ads,TikTok_Traffic_January,Traffic,27112,77,32.44,0,0.0
2025-01-08,TikTok Ads,TikTok_Retargeting_January,Retargeting,28076,261,145.85,3,56.63
2025-01-08,TikTok Ads,TikTok_Awareness_January,Awareness,59108,441,241.69,0,0.0
2025-01-09,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,17009,206,159.78,7,191.0
2025-01-09,Facebook Ads,Facebook_Awareness_January,Awareness,23418,219,72.93,0,0.0
2025-01-09,Facebook Ads,Facebook_Traffic_January,Traffic,21814,254,132.85,7,337.26
2025-01-09,Facebook Ads,Facebook_Awareness_January,Awareness,38177,631,637.54,1,54.83
2025-01-09,Google Ads,Google_Awareness_January,Awareness,28068,911,1337.66,2,49.42
2025-01-09,Google Ads,Google_Traffic_January,Traffic,4463,304,851.95,7,387.86
2025-01-09,Google Ads,Google_Sales_Conversion_January,Sales_Conversion,6423,250,609.11,17,932.47
2025-01-09,Google Ads,Google_Retargeting_January,Retargeting,13857,1177,1171.85,81,4039.98
2025-01-09,TikTok Ads,TikTok_Awareness_January,Awareness,37179,291,113.13,0,0.0
2025-01-09,TikTok Ads,TikTok_Awareness_January,Awareness,57879,385,180.05,0,0.0
2025-01-09,TikTok Ads,TikTok_Traffic_January,Traffic,47455,395,276.62,0,0.0
2025-01-10,Facebook Ads,Facebook_Awareness_January,Awareness,22273,246,202.34,0,0.0
2025-01-10,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,30433,329,279.82,5,246.49
2025-01-10,Facebook Ads,Facebook_Retargeting_January,Retargeting,11773,197,169.2,10,498.19
2025-01-10,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,26748,358,270.31,11,175.59
2025-01-10,Google Ads,Google_Retargeting_January,Retargeting,13906,612,648.53,40,3142.29
2025-01-10,Google Ads,Google_Traffic_January,Traffic,30784,1872,3333.36,59,2492.73
2025-01-10,TikTok Ads,TikTok_Traffic_January,Traffic,31237,44,28.96,0,0.0
2025-01-10,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,38820,206,60.0,1,25.79
2025-01-10,TikTok Ads,TikTok_Retargeting_January,Retargeting,22043,402,230.35,8,90.43
2025-01-10,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,47012,217,99.43,2,42.75
2025-01-11,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,16541,201,174.39,5,101.67
2025-01-11,Facebook Ads,Facebook_Traffic_January,Traffic,18710,307,76.38,7,366.92
2025-01-11,Facebook Ads,Facebook_Traffic_January,Traffic,5043,86,126.28,1,84.26
2025-01-11,Facebook Ads,Facebook_Awareness_January,Awareness,11210,145,66.75,0,0.0
2025-01-11,Google Ads,Google_Awareness_January,Awareness,17700,1017,924.14,3,167.9
2025-01-11,Google Ads,Google_Awareness_January,Awareness,31649,823,846.86,4,312.81
2025-01-11,Google Ads,Google_Traffic_January,Traffic,23113,1103,2013.61,56,2711.41
2025-01-11,Google Ads,Google_Traffic_January,Traffic,16418,16,30.01,0,0.0
2025-01-11,TikTok Ads,TikTok_Awareness_January,Awareness,48273,70,35.72,0,0.0
2025-01-11,TikTok Ads,TikTok_Retargeting_January,Retargeting,27040,289,210.12,4,99.0
2025-01-12,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,14180,100,76.21,3,116.46
2025-01-12,Facebook Ads,Facebook_Awareness_January,Awareness,4557,66,50.69,0,0.0
2025-01-12,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,25139,499,505.62,10,561.32
2025-01-12,Facebook Ads,Facebook_Awareness_January,Awareness,37074,407,179.61,0,0.0
2025-01-12,Google Ads,Google_Awareness_January,Awareness,35279,2527,4677.97,6,423.42
2025-01-12,Google Ads,Google_Sales_Conversion_January,Sales_Conversion,26413,817,1690.69,35,2771.48
2025-01-12,TikTok Ads,TikTok_Traffic_January,Traffic,24862,252,70.29,2,74.84
2025-01-12,TikTok Ads,TikTok_Traffic_January,Traffic,58782,839,300.78,2,69.52
2025-01-13,Facebook Ads,Facebook_Traffic_January,Traffic,8984,193,98.93,8,528.5
2025-01-13,Facebook Ads,Facebook_Retargeting_January,Retargeting,37332,648,484.9,13,435.15
2025-01-13,Google Ads,Google_Traffic_January,Traffic,29267,1280,3232.96,46,3781.17
2025-01-13,Google Ads,Google_Awareness_January,Awareness,14002,650,1496.95,2,116.07
2025-01-13,Google Ads,Google_Awareness_January,Awareness,18494,763,1010.62,3,133.5
2025-01-13,Google Ads,Google_Traffic_January,Traffic,25473,2056,2237.57,97,6353.44
2025-01-13,TikTok Ads,TikTok_Awareness_January,Awareness,23130,147,53.33,0,0.0
2025-01-13,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,45641,342,81.95,4,116.39
2025-01-14,Facebook Ads,Facebook_Traffic_January,Traffic,22627,379,363.33,11,740.09
2025-01-14,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,30550,437,499.67,16,617.98
2025-01-14,Facebook Ads,Facebook_Awareness_January,Awareness,27680,357,160.59,1,29.19
2025-01-14,Google Ads,Google_Retargeting_January,Retargeting,4569,204,154.32,10,296.99
2025-01-14,Google Ads,Google_Awareness_January,Awareness,17205,930,1657.65,2,134.09
2025-01-14,TikTok Ads,TikTok_Awareness_January,Awareness,48821,553,119.08,0,0.0
2025-01-14,TikTok Ads,TikTok_Awareness_January,Awareness,45176,442,362.39,0,0.0
2025-01-14,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,19509,88,36.42,0,0.0
2025-01-15,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,38579,752,431.23,14,555.56
2025-01-15,Facebook Ads,Facebook_Retargeting_January,Retargeting,12083,114,42.66,4,225.0
2025-01-15,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,29901,507,446.08,8,325.92
2025-01-15,Facebook Ads,Facebook_Traffic_January,Traffic,11902,205,230.24,9,347.57
2025-01-15,Google Ads,Google_Sales_Conversion_January,Sales_Conversion,38275,1546,1808.84,69,4069.06
2025-01-15,Google Ads,Google_Awareness_January,Awareness,13827,408,583.05,1,79.26
2025-01-15,TikTok Ads,TikTok_Retargeting_January,Retargeting,14430,179,92.41,3,156.68
2025-01-15,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,21906,300,59.52,2,70.57
2025-01-15,TikTok Ads,TikTok_Retargeting_January,Retargeting,43561,758,324.82,8,363.04
2025-01-15,TikTok Ads,TikTok_Traffic_January,Traffic,16650,154,71.29,1,50.31
2025-01-16,Facebook Ads,Facebook_Awareness_January,Awareness,41920,613,477.94,0,0.0
2025-01-16,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,40235,959,527.57,14,839.38
2025-01-16,Google Ads,Google_Retargeting_January,Retargeting,5419,379,504.91,22,984.64
2025-01-16,Google Ads,Google_Awareness_January,Awareness,23374,975,1444.2,2,149.04
2025-01-16,TikTok Ads,TikTok_Retargeting_January,Retargeting,17004,131,22.04,2,58.22
2025-01-16,TikTok Ads,TikTok_Awareness_January,Awareness,62760,286,107.12,0,0.0
2025-01-17,Facebook Ads,Facebook_Retargeting_January,Retargeting,28934,608,427.14,14,748.15
2025-01-17,Facebook Ads,Facebook_Traffic_January,Traffic,19198,420,469.33,9,511.6
2025-01-17,Facebook Ads,Facebook_Awareness_January,Awareness,13447,150,101.28,0,0.0
2025-01-17,Facebook Ads,Facebook_Retargeting_January,Retargeting,4217,82,104.0,2,110.91
2025-01-17,Google Ads,Google_Awareness_January,Awareness,7072,216,454.87,0,0.0
2025-01-17,Google Ads,Google_Sales_Conversion_January,Sales_Conversion,34360,2399,3885.57,92,3498.33
2025-01-17,Google Ads,Google_Sales_Conversion_January,Sales_Conversion,39187,960,953.78,37,2542.35
2025-01-17,Google Ads,Google_Retargeting_January,Retargeting,4844,167,86.81,16,737.75
2025-01-17,TikTok Ads,TikTok_Traffic_January,Traffic,12396,117,72.36,1,42.44
2025-01-17,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,41268,444,22.2,6,177.29
2025-01-17,TikTok Ads,TikTok_Traffic_January,Traffic,20852,158,41.69,2,77.44
2025-01-18,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,9253,85,79.49,1,46.42
2025-01-18,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,6495,122,153.77,2,86.91
2025-01-18,Google Ads,Google_Traffic_January,Traffic,23986,1400,966.28,76,6631.03
2025-01-18,Google Ads,Google_Traffic_January,Traffic,20173,1620,2603.38,53,5475.75
2025-01-18,Google Ads,Google_Retargeting_January,Retargeting,24589,1017,1374.89,41,2155.04
2025-01-18,TikTok Ads,TikTok_Traffic_January,Traffic,29759,399,251.55,5,162.37
2025-01-18,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,43075,322,134.57,5,120.63
2025-01-19,Facebook Ads,Facebook_Traffic_January,Traffic,20582,174,136.31,1,53.84
2025-01-19,Facebook Ads,Facebook_Traffic_January,Traffic,25340,297,205.83,11,240.47
2025-01-19,Google Ads,Google_Traffic_January,Traffic,13115,371,388.68,21,1060.53
2025-01-19,Google Ads,Google_Traffic_January,Traffic,20120,1009,2096.42,70,4687.32
2025-01-19,Google Ads,Google_Awareness_January,Awareness,33092,1811,4121.72,8,454.27
2025-01-19,Google Ads,Google_Retargeting_January,Retargeting,37288,1856,1876.4,89,5529.04
2025-01-19,TikTok Ads,TikTok_Awareness_January,Awareness,23845,126,42.05,0,0.0
2025-01-19,TikTok Ads,TikTok_Awareness_January,Awareness,28446,279,148.45,0,0.0
2025-01-20,Facebook Ads,Facebook_Awareness_January,Awareness,32437,471,638.82,0,0.0
2025-01-20,Facebook Ads,Facebook_Retargeting_January,Retargeting,16714,338,223.85,10,368.67
2025-01-20,Facebook Ads,Facebook_Traffic_January,Traffic,18222,269,146.23,2,20.0
2025-01-20,Google Ads,Google_Traffic_January,Traffic,12234,708,1099.55,39,3463.49
2025-01-20,Google Ads,Google_Traffic_January,Traffic,6474,423,670.53,12,539.0
2025-01-20,Google Ads,Google_Traffic_January,Traffic,16498,755,1448.19,0,0.0
2025-01-20,Google Ads,Google_Traffic_January,Traffic,34125,1688,4163.45,58,3737.03
2025-01-20,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,18731,306,105.42,5,77.9
2025-01-20,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,8027,73,36.17,0,0.0
2025-01-20,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,38190,326,163.03,3,82.83
2025-01-20,TikTok Ads,TikTok_Traffic_January,Traffic,48237,253,65.15,0,0.0
2025-01-21,Facebook Ads,Facebook_Traffic_January,Traffic,40252,698,796.53,12,654.11
2025-01-21,Facebook Ads,Facebook_Retargeting_January,Retargeting,28546,746,627.17,14,428.3
2025-01-21,Facebook Ads,Facebook_Retargeting_January,Retargeting,8878,216,132.45,5,134.27
2025-01-21,Facebook Ads,Facebook_Awareness_January,Awareness,14373,158,130.02,0,0.0
2025-01-21,Google Ads,Google_Traffic_January,Traffic,20543,968,1225.5,37,1973.69
2025-01-21,Google Ads,Google_Awareness_January,Awareness,35759,1939,5168.45,6,436.67
2025-01-21,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,21393,167,29.04,1,34.71
2025-01-21,TikTok Ads,TikTok_Retargeting_January,Retargeting,25463,359,179.36,5,162.53
2025-01-21,TikTok Ads,TikTok_Traffic_January,Traffic,39114,312,56.6,5,131.44
2025-01-21,TikTok Ads,TikTok_Awareness_January,Awareness,46133,257,32.96,0,0.0
2025-01-22,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,11243,211,154.89,6,185.16
2025-01-22,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,37441,486,383.66,13,638.65
2025-01-22,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,24918,488,321.65,16,756.54
2025-01-22,Facebook Ads,Facebook_Awareness_January,Awareness,25348,351,468.39,0,0.0
2025-01-22,Google Ads,Google_Awareness_January,Awareness,6492,273,359.65,1,56.05
2025-01-22,Google Ads,Google_Sales_Conversion_January,Sales_Conversion,19654,811,1254.97,27,2056.44
2025-01-22,Google Ads,Google_Awareness_January,Awareness,12302,385,658.86,1,36.53
2025-01-22,Google Ads,Google_Awareness_January,Awareness,9789,203,220.73,1,65.13
2025-01-22,TikTok Ads,TikTok_Traffic_January,Traffic,41429,478,378.87,0,0.0
2025-01-22,TikTok Ads,TikTok_Traffic_January,Traffic,29339,314,190.58,1,26.14
2025-01-22,TikTok Ads,TikTok_Traffic_January,Traffic,38253,297,92.12,2,64.8
2025-01-23,Facebook Ads,Facebook_Retargeting_January,Retargeting,8825,186,207.48,5,199.85
2025-01-23,Facebook Ads,Facebook_Awareness_January,Awareness,32743,157,154.06,0,0.0
2025-01-23,Facebook Ads,Facebook_Retargeting_January,Retargeting,9684,197,214.5,9,762.89
2025-01-23,Google Ads,Google_Sales_Conversion_January,Sales_Conversion,20277,732,1181.54,13,679.18
2025-01-23,Google Ads,Google_Sales_Conversion_January,Sales_Conversion,12111,430,755.39,13,1066.33
2025-01-23,Google Ads,Google_Awareness_January,Awareness,22715,1125,2439.1,4,307.25
2025-01-23,TikTok Ads,TikTok_Awareness_January,Awareness,28375,229,110.57,0,0.0
2025-01-23,TikTok Ads,TikTok_Retargeting_January,Retargeting,8186,93,33.67,0,0.0
2025-01-23,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,11593,51,9.79,0,0.0
2025-01-23,TikTok Ads,TikTok_Traffic_January,Traffic,37230,120,50.57,0,0.0
2025-01-24,Facebook Ads,Facebook_Traffic_January,Traffic,9529,105,5.25,4,101.51
2025-01-24,Facebook Ads,Facebook_Retargeting_January,Retargeting,27214,753,569.46,36,1041.8
2025-01-24,Facebook Ads,Facebook_Awareness_January,Awareness,40254,820,784.32,2,47.33
2025-01-24,Google Ads,Google_Retargeting_January,Retargeting,11732,650,773.56,28,2358.59
2025-01-24,Google Ads,Google_Sales_Conversion_January,Sales_Conversion,11551,680,953.67,30,2288.58
2025-01-24,Google Ads,Google_Sales_Conversion_January,Sales_Conversion,26926,1363,879.79,57,4417.27
2025-01-24,Google Ads,Google_Traffic_January,Traffic,34419,1916,2965.53,65,4279.84
2025-01-24,TikTok Ads,TikTok_Retargeting_January,Retargeting,62866,734,36.7,12,428.09
2025-01-24,TikTok Ads,TikTok_Traffic_January,Traffic,15552,136,25.18,2,62.54
2025-01-24,TikTok Ads,TikTok_Awareness_January,Awareness,56196,455,195.9,0,0.0
2025-01-25,Facebook Ads,Facebook_Retargeting_January,Retargeting,7498,167,123.15,5,157.39
2025-01-25,Facebook Ads,Facebook_Traffic_January,Traffic,30512,543,392.77,13,331.45
2025-01-25,Facebook Ads,Facebook_Traffic_January,Traffic,16164,187,152.66,4,160.65
2025-01-25,Google Ads,Google_Awareness_January,Awareness,4549,185,401.71,0,0.0
2025-01-25,Google Ads,Google_Retargeting_January,Retargeting,12913,1189,2068.65,78,2961.07
2025-01-25,TikTok Ads,TikTok_Traffic_January,Traffic,31525,364,193.51,1,24.8
2025-01-25,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,18779,60,29.2,0,0.0
2025-01-25,TikTok Ads,TikTok_Awareness_January,Awareness,41433,220,103.92,0,0.0
2025-01-25,TikTok Ads,TikTok_Traffic_January,Traffic,44272,516,120.77,4,99.92
2025-01-26,Facebook Ads,Facebook_Traffic_January,Traffic,8572,71,77.7,2,56.74
2025-01-26,Facebook Ads,Facebook_Retargeting_January,Retargeting,4505,113,87.48,1,39.57
2025-01-26,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,17791,91,64.32,3,149.94
2025-01-26,Google Ads,Google_Sales_Conversion_January,Sales_Conversion,13494,837,1075.19,49,3020.2
2025-01-26,Google Ads,Google_Retargeting_January,Retargeting,3817,257,378.5,23,1531.05
2025-01-26,TikTok Ads,TikTok_Retargeting_January,Retargeting,47637,731,319.32,9,345.89
2025-01-26,TikTok Ads,TikTok_Awareness_January,Awareness,16971,181,55.02,0,0.0
2025-01-26,TikTok Ads,TikTok_Awareness_January,Awareness,42037,259,145.43,0,0.0
2025-01-26,TikTok Ads,TikTok_Awareness_January,Awareness,24703,230,62.57,0,0.0
2025-01-27,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,33241,518,240.57,14,389.83
2025-01-27,Facebook Ads,Facebook_Traffic_January,Traffic,32332,346,228.94,9,456.64
2025-01-27,Facebook Ads,Facebook_Traffic_January,Traffic,10024,210,195.38,4,113.75
2025-01-27,Google Ads,Google_Sales_Conversion_January,Sales_Conversion,11161,534,633.64,17,1035.89
2025-01-27,Google Ads,Google_Sales_Conversion_January,Sales_Conversion,28742,1911,2314.81,48,3288.93
2025-01-27,Google Ads,Google_Traffic_January,Traffic,14606,949,1401.81,35,1102.98
2025-01-27,TikTok Ads,TikTok_Traffic_January,Traffic,48754,763,261.24,7,216.28
2025-01-27,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,46248,420,214.5,4,120.53
2025-01-27,TikTok Ads,TikTok_Retargeting_January,Retargeting,7729,51,13.11,0,0.0
2025-01-27,TikTok Ads,TikTok_Awareness_January,Awareness,26647,76,27.24,0,0.0
2025-01-28,Facebook Ads,Facebook_Traffic_January,Traffic,30916,257,197.28,7,297.05
2025-01-28,Facebook Ads,Facebook_Awareness_January,Awareness,28495,373,316.9,0,0.0
2025-01-28,Facebook Ads,Facebook_Awareness_January,Awareness,38155,749,726.61,2,100.44
2025-01-28,Google Ads,Google_Awareness_January,Awareness,11254,502,865.72,0,0.0
2025-01-28,Google Ads,Google_Traffic_January,Traffic,39771,718,1278.98,43,2672.15
2025-01-28,Google Ads,Google_Awareness_January,Awareness,9782,563,928.52,2,170.03
2025-01-28,Google Ads,Google_Awareness_January,Awareness,37816,1871,2492.25,1,65.15
2025-01-28,TikTok Ads,TikTok_Retargeting_January,Retargeting,49485,626,330.05,13,532.08
2025-01-28,TikTok Ads,TikTok_Traffic_January,Traffic,26406,315,115.47,2,61.26
2025-01-28,TikTok Ads,TikTok_Sales_Conversion_January,Sales_Conversion,23742,113,25.67,1,20.1
2025-01-29,Facebook Ads,Facebook_Awareness_January,Awareness,21393,214,121.02,0,0.0
2025-01-29,Facebook Ads,Facebook_Retargeting_January,Retargeting,13641,297,182.01,2,135.51
2025-01-29,Facebook Ads,Facebook_Awareness_January,Awareness,23752,503,663.93,1,41.69
2025-01-29,Facebook Ads,Facebook_Awareness_January,Awareness,8472,97,75.94,0,0.0
2025-01-29,Google Ads,Google_Awareness_January,Awareness,24554,1111,1883.68,3,224.88
2025-01-29,Google Ads,Google_Retargeting_January,Retargeting,11944,549,793.87,30,2257.84
2025-01-29,Google Ads,Google_Retargeting_January,Retargeting,27272,2018,100.9,97,5282.68
2025-01-29,TikTok Ads,TikTok_Awareness_January,Awareness,15644,140,25.87,0,0.0
2025-01-29,TikTok Ads,TikTok_Traffic_January,Traffic,51400,201,72.74,2,32.57
2025-01-30,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,6411,169,155.73,4,161.52
2025-01-30,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,17972,297,191.36,7,392.54
2025-01-30,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,10137,120,67.0,2,71.46
2025-01-30,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,41216,424,428.96,11,508.33
2025-01-30,Google Ads,Google_Awareness_January,Awareness,9685,371,831.0,2,117.58
2025-01-30,Google Ads,Google_Awareness_January,Awareness,30517,2306,3478.58,6,407.55
2025-01-30,TikTok Ads,TikTok_Retargeting_January,Retargeting,54287,656,283.03,11,147.36
2025-01-30,TikTok Ads,TikTok_Traffic_January,Traffic,39482,453,176.53,8,257.77
2025-01-31,Facebook Ads,Facebook_Awareness_January,Awareness,12735,137,91.48,0,0.0
2025-01-31,Facebook Ads,Facebook_Sales_Conversion_January,Sales_Conversion,9380,175,136.23,5,50.0
2025-01-31,Facebook Ads,Facebook_Awareness_January,Awareness,30610,398,251.18,0,0.0
2025-01-31,Google Ads,Google_Sales_Conversion_January,Sales_Conversion,17734,775,923.44,15,604.02
2025-01-31,Google Ads,Google_Retargeting_January,Retargeting,24260,1503,2727.4,93,6401.5
2025-01-31,Google Ads,Google_Awareness_January,Awareness,31222,867,950.34,5,233.91
2025-01-31,TikTok Ads,TikTok_Traffic_January,Traffic,14139,140,49.06,1,25.6
2025-01-31,TikTok Ads,TikTok_Traffic_January,Traffic,41013,433,80.1,5,50.0
2025-02-01,Facebook Ads,Facebook_Traffic_February,Traffic,35986,360,398.51,0,0.0
